758,770,-65,57,78
745,750,-65,57,66
747,750,-52,78,40
760,760,-52,78,40
760,760,-58,57,58
754,760,-67,48,38
746,750,-67,48,38
746,750,-66,82,88
746,760,-46,82,88
772,770,-46,49,68
772,770,-34,44,66
762,760,-34,44,66
762,780,-58,64,88
762,770,-56,62,88
754,780,-56,62,79
754,790,-39,71,39
772,770,-39,71,39
772,780,-36,105,41
773,780,-24,85,69
773,770,-24,85,69
755,760,-24,74,83
754,760,-34,74,83
763,750,-34,69,55
763,770,-14,36,75
763,760,-14,36,75
752,750,-24,52,79
751,750,-33,60,79
759,760,-33,60,70
764,770,-14,83,56
767,770,-39,83,56
767,770,-39,81,116
754,760,-48,36,49
767,770,-48,36,49
753,760,-53,73,94
752,750,-42,50,94
752,770,-42,50,60
770,770,-25,68,66
762,760,-25,68,66
763,760,-91,74,63
763,760,-90,76,33
781,780,-90,76,33
733,730,-39,60,64
733,780,-44,60,64
733,760,-44,49,50
773,770,-61,17,100
773,770,-61,17,100
787,790,-65,27,79
764,770,-33,33,79
764,760,-33,33,42
781,780,-62,7,50
781,780,-48,7,50
783,770,-48,22,70
759,760,-55,8,91
758,760,-55,8,91
758,770,-46,23,62
754,760,-64,23,62
761,760,-64,70,72
777,780,-62,66,70
760,760,-62,66,70
760,750,-50,34,64
750,750,-52,26,64
760,760,-52,26,95
780,780,-24,32,109
780,760,-35,32,109
782,780,-35,80,52
760,760,-66,59,57
772,770,-66,59,57
763,760,-79,58,41
763,760,-38,90,41
763,780,-38,90,55
769,770,-40,48,108
769,780,-40,48,108
760,760,-68,31,70
763,770,-49,60,85
763,750,-49,60,85
766,760,-63,42,65
766,780,-65,42,65
761,760,-65,61,-16
744,750,-42,102,55
744,770,-42,102,55
744,770,7,70,89
756,760,-36,56,93
756,760,-36,56,93
774,780,-62,87,34
764,770,-77,87,34
764,760,-77,36,92
756,760,-52,54,106
756,760,-52,54,106
769,770,-28,57,114
765,770,-22,75,114
754,760,-22,75,77
754,770,-36,95,81
751,750,-42,95,81
751,760,-42,91,59
771,770,-37,68,58
770,770,-37,68,58
770,750,-44,45,46
762,770,-50,55,46
762,770,-50,55,52
754,760,-50,71,44
791,790,-50,71,44
760,760,-56,74,34
761,760,-34,77,63
761,760,-34,77,63
761,760,-38,60,65
769,770,-64,60,65
769,770,-64,79,107
758,760,-66,48,31
758,760,-66,48,31
755,760,-43,38,70
755,750,-30,60,70
755,760,-30,60,78
760,760,-13,80,53
760,780,-30,80,53
752,750,-30,70,47
744,750,-40,63,43
744,760,-40,63,43
770,770,-30,107,64
770,760,-39,83,64
783,780,-39,83,99
783,760,-80,72,94
783,780,-80,72,94
788,790,-69,73,76
788,750,-71,94,77
782,780,-71,94,77
785,790,-55,60,90
768,770,-23,60,90
768,770,-23,48,60
758,760,-33,56,71
758,780,-33,56,71
758,780,-77,61,85
764,770,-77,95,85
764,770,-77,95,63
762,770,-67,63,36
762,780,-67,63,36
761,760,-26,50,94
748,760,-23,60,62
748,760,-23,60,62
782,780,-61,54,35
787,790,-61,54,35
787,780,-61,81,59
753,760,-60,67,52
763,760,-60,67,52
763,760,-67,33,50
777,760,-73,26,50
777,790,-73,26,103
781,780,-65,70,46
771,770,-38,70,46
771,780,-38,85,45
755,760,-61,91,70
782,780,-61,91,70
782,780,-29,83,61
771,770,-42,89,61
775,770,-42,89,37
775,760,-58,43,86
797,800,-58,43,86
773,770,-25,29,86
773,760,-22,63,57
765,770,-22,63,57
774,780,-36,29,87
774,770,-41,29,87
754,760,-41,39,87
754,770,-18,56,80
754,750,-18,56,80
778,750,-5,92,50
778,780,-38,63,50
770,770,-38,63,51
770,770,-38,47,81
781,780,-51,47,81
781,750,-51,59,62
746,750,-44,51,71
746,760,-44,51,71
755,760,-71,91,106
760,760,-61,72,106
760,780,-61,72,93
772,770,-49,83,60
781,780,-49,83,60
781,780,-31,53,86
768,770,-47,83,65
764,770,-47,83,65
764,750,-73,87,55
778,760,-65,87,55
778,760,-65,40,29
761,760,-32,49,66
761,730,-32,49,66
767,770,-51,71,42
767,770,-18,57,42
767,770,-18,57,56
780,780,-41,75,81
780,780,-41,75,81
780,770,-48,84,44
775,770,-34,57,56
775,780,-34,57,56
752,750,-36,21,81
752,750,-22,21,81
761,760,-22,47,105
761,760,-43,57,46
761,760,-43,57,46
774,780,-30,59,44
774,770,-60,38,44
744,750,-60,38,80
744,760,-59,68,61
743,750,-100,68,61
743,770,-100,30,41
743,750,-51,45,65
775,780,-51,45,65
775,770,-30,97,44
769,770,-12,118,44
769,770,-12,118,55
769,750,-48,91,36
773,770,-92,91,36
772,770,-92,75,4
772,740,-31,39,39
754,760,-31,39,39
761,760,-30,78,104
752,750,-25,78,104
752,770,-25,100,42
761,760,-16,78,64
755,760,-16,78,64
755,770,-21,69,62
745,750,-47,60,84
766,770,-47,60,84
766,770,-48,50,33
752,750,-58,50,33
752,760,-58,75,70
752,770,-52,73,66
748,770,-52,73,66
748,770,-50,96,54
752,750,-50,89,54
752,790,-50,89,57
754,760,-37,35,73
754,770,-37,35,73
755,760,-80,42,89
755,760,-34,61,105
755,770,-34,61,105
775,780,-49,53,25
778,780,-53,53,25
778,770,-53,95,36
770,770,-40,83,80
764,760,-40,83,80
766,770,-27,52,53
735,740,-8,43,69
758,760,-8,43,69
758,770,-32,46,71
736,740,-40,46,71
760,760,-40,33,63
753,760,-38,53,69
747,750,-38,53,69
747,750,-57,68,58
766,770,-58,68,58
744,750,-58,57,65
754,760,-34,65,59
754,740,-34,65,59
744,750,-49,67,72
744,750,-40,59,72
744,750,-40,59,46
765,770,-67,59,61
765,740,-68,59,61
744,750,-68,17,70
744,760,-49,45,57
744,780,-49,45,57
748,750,-77,36,54
748,760,-61,36,54
761,760,-61,49,68
761,760,-58,38,67
759,760,-58,38,67
733,740,-61,60,106
733,750,-71,71,79
773,770,-71,71,79
773,750,-44,63,59
741,740,-57,63,59
738,740,-57,38,98
760,760,-47,57,58
760,750,-47,57,58
752,750,-56,50,91
773,770,-44,30,91
773,720,-44,30,51
756,770,-32,32,103
756,760,-32,32,103
750,750,-49,38,64
750,750,-74,81,49
750,730,-74,81,49
752,780,-51,20,57
752,760,-93,20,57
765,770,-93,28,30
765,770,-40,50,64
764,770,-40,50,64
764,770,-41,57,90
764,770,-62,37,90
753,760,-62,37,78
775,780,-54,54,77
775,770,-54,54,77
775,760,-64,80,46
771,770,-22,72,85
771,760,-22,72,85
771,770,-21,51,66
749,750,-36,51,66
749,750,-36,54,64
750,750,-58,53,40
750,760,-58,53,40
741,740,-53,46,58
741,760,-70,41,58
756,770,-70,41,33
782,780,-49,37,89
782,740,-256,37,89
782,770,0,45,78
761,760,-29,43,85
761,770,-29,43,85
761,790,-32,55,101
750,750,-28,55,101
750,760,-28,67,95
762,760,-59,88,33
762,760,-59,88,33
760,770,-61,85,63
767,770,-48,28,58
767,770,-48,28,58
767,780,-61,69,19
780,780,-61,69,19
780,770,-61,67,62
780,760,-68,84,64
759,760,-68,84,64
759,770,-55,25,116
768,770,-65,55,116
783,780,-65,55,59
783,770,-53,67,41
758,770,-32,67,41
758,780,-32,67,94
790,790,-16,57,57
766,770,-16,57,57
774,780,-13,84,44
764,770,-31,84,44
764,760,-31,62,30
764,790,-23,45,59
775,780,-23,45,59
775,780,-38,73,72
774,780,-70,64,72
786,790,-70,64,55
786,780,-33,59,62
763,760,-58,59,62
778,780,-58,68,53
780,780,-70,64,59
780,780,-70,64,59
780,770,-34,83,30
767,780,-60,40,30
767,780,-60,40,68
765,770,-80,29,64
765,760,-80,29,64
764,770,-80,94,52
764,770,-36,85,61
764,780,-36,85,61
785,780,-34,58,55
785,780,-62,58,55
759,760,-62,52,71
759,760,-57,36,26
762,760,-57,36,26
768,770,-76,21,86
768,770,-92,20,86
786,760,-92,20,73
786,770,-71,43,52
786,770,-54,43,52
770,770,-54,29,50
776,780,-28,43,74
763,760,-28,43,74
763,770,-20,51,66
763,780,-18,33,66
765,770,-18,33,64
765,770,-24,30,51
754,760,-24,30,51
754,780,-55,27,72
778,780,-34,60,56
775,780,-34,60,56
775,780,-36,33,60
768,770,-22,33,60
768,770,-22,32,107
758,760,-19,100,34
758,770,-19,100,34
758,760,-73,68,16
769,770,-22,59,16
769,780,-22,59,55
768,770,-40,44,68
768,780,-47,44,68
779,780,-47,31,80
779,790,-28,44,86
781,780,-28,44,86
794,800,-13,32,67
752,750,-44,46,67
752,780,-44,46,83
762,760,-38,72,35
767,770,-38,72,35
765,770,-19,58,62
765,750,-45,38,105
771,770,-45,38,105
771,760,-46,38,55
771,760,-21,38,55
781,770,-21,43,74
781,760,-22,66,49
767,770,-22,66,49
767,770,-33,44,67
758,760,-30,103,67
758,760,-30,103,84
743,750,-33,48,65
765,770,-32,48,65
765,760,-32,61,34
761,760,-56,18,75
749,750,-56,18,75
757,760,-67,49,63
757,780,-53,31,63
761,760,-53,31,76
763,760,-71,60,97
763,770,-71,60,97
765,780,-42,37,71
765,750,-52,61,54
760,760,-52,61,54
771,770,-30,65,56
771,770,-36,65,56
771,760,-36,67,57
754,770,-28,69,24
754,770,-28,69,24
760,760,-62,57,35
760,760,-46,57,35
756,760,-46,57,121
756,770,-47,43,103
766,770,-76,43,103
762,760,-76,47,64
762,750,-76,19,72
766,770,-76,19,72
733,740,-55,51,68
747,750,-69,57,68
775,780,-69,57,39
731,730,-40,33,98
758,760,-40,33,98
758,760,-43,65,52
761,760,-35,61,10
757,760,-35,61,10
788,790,-44,46,30
723,730,-28,46,30
745,750,-28,48,98
745,770,-45,47,95
745,770,-45,47,95
753,780,-29,64,72
753,780,-66,50,72
782,780,-66,50,51
782,760,-40,49,74
754,760,-40,49,74
754,760,-13,59,54
766,770,-36,33,101
766,760,-36,33,101
764,770,-75,29,69
764,760,-74,29,69
768,770,-74,42,58
768,760,-59,54,83
759,760,-59,54,83
